100 4950
28 37 4
28 38 10
28 39 9
28 40 4
28 41 2
28 42 8
28 43 6
28 44 2
28 45 10
28 46 7
28 47 3
28 48 7
28 49 7
28 50 10
28 51 6
28 52 2
28 53 2
28 54 9
28 55 8
28 56 7
28 57 8
28 58 8
28 59 10
28 60 7
28 61 5
28 62 5
28 63 2
28 64 6
28 65 2
28 66 7
28 67 10
28 68 6
28 69 7
28 70 8
28 71 7
28 72 8
28 73 5
28 74 7
28 75 1
28 76 3
28 77 8
28 78 7
28 79 3
28 80 3
28 81 5
28 82 2
28 83 7
28 84 3
28 85 9
28 86 5
28 87 5
28 88 6
28 89 1
28 90 4
28 91 1
28 92 7
28 93 7
28 94 9
28 95 6
28 96 1
28 97 6
28 98 4
28 99 2
29 1 2
29 30 2
29 31 1
29 32 3
29 33 5
29 34 5
29 35 1
29 36 3
29 37 6
29 38 5
29 39 1
29 40 3
29 41 2
29 42 8
29 43 10
29 44 3
29 45 2
29 46 2
29 47 7
29 48 6
29 49 6
29 50 5
29 51 2
29 52 6
29 53 10
29 54 4
29 55 6
29 56 8
29 57 4
29 58 2
29 59 9
29 60 9
29 61 5
29 62 9
29 63 5
29 64 1
29 65 1
29 66 7
29 67 2
29 68 9
29 69 2
29 70 5
29 71 8
29 72 4
29 73 9
29 74 6
29 75 5
29 76 1
29 77 9
29 78 3
29 79 4
29 80 3
29 81 1
29 82 5
29 83 7
29 84 2
29 85 1
29 86 1
29 87 10
29 88 9
29 89 1
29 90 7
29 91 3
29 92 2
29 93 2
29 94 6
29 95 8
29 96 5
29 97 6
29 98 5
29 99 6
30 1 1
30 31 4
30 32 6
30 33 4
30 34 2
30 35 4
30 36 1
30 37 4
30 38 6
30 39 7
30 40 8
30 41 9
30 42 10
30 43 6
30 44 7
30 45 3
30 46 4
30 47 9
30 48 6
30 49 4
30 50 5
30 51 7
30 52 10
30 53 9
30 54 8
30 55 6
30 56 3
30 57 3
30 58 10
30 59 5
30 60 7
30 61 7
30 62 9
30 63 4
30 64 2
30 65 5
30 66 2
30 67 3
30 68 8
30 69 4
30 70 5
30 71 1
30 72 1
30 73 9
30 74 5
30 75 6
30 76 1
30 77 9
30 78 5
30 79 3
30 80 6
30 81 8
30 82 3
30 83 2
30 84 9
30 85 5
30 86 6
30 87 2
30 88 8
30 89 3
30 90 1
30 91 5
30 92 2
30 93 2
30 94 5
30 95 9
30 96 5
30 97 10
30 98 7
30 99 3
31 1 3
31 32 10
31 33 9
31 34 4
31 35 4
31 36 8
31 37 6
31 38 4
31 39 9
31 40 4
31 41 1
31 42 8
31 43 5
31 44 10
31 45 1
31 46 7
31 47 2
31 48 3
31 49 10
31 50 9
31 51 5
31 52 7
31 53 5
31 54 9
31 55 2
31 56 2
31 57 10
31 58 7
31 59 1
31 60 10
31 61 5
31 62 8
31 63 6
31 64 2
31 65 3
31 66 2
31 67 10
31 68 8
31 69 10
31 70 5
31 71 5
31 72 1
31 73 5
31 74 7
31 75 5
31 76 2
31 77 10
31 78 1
31 79 1
31 80 10
31 81 3
31 82 10
31 83 9
31 84 2
31 85 1
31 86 5
31 87 9
31 88 7
31 89 4
31 90 1
31 91 6
31 92 3
31 93 7
31 94 6
31 95 7
31 96 3
31 97 5
31 98 5
31 99 9
32 1 8
32 33 1
32 34 7
32 35 2
32 36 8
32 37 1
32 38 6
32 39 6
32 40 5
32 41 9
32 42 1
32 43 1
32 44 10
32 45 4
32 46 1
32 47 9
32 48 2
32 49 1
32 50 8
32 51 10
32 52 1
32 53 5
32 54 6
32 55 10
32 56 4
32 57 9
32 58 3
32 59 10
32 60 5
32 61 10
32 62 8
32 63 4
32 64 9
32 65 10
32 66 10
32 67 10
32 68 7
32 69 8
32 70 8
32 71 5
32 72 6
32 73 5
32 74 2
32 75 3
32 76 5
32 77 8
32 78 8
32 79 3
32 80 9
32 81 4
32 82 7
32 83 5
32 84 5
32 85 4
32 86 10
32 87 1
32 88 2
32 89 7
32 90 1
32 91 10
32 92 5
32 93 2
32 94 10
32 95 5
32 96 5
32 97 8
32 98 5
32 99 2
33 1 5
33 34 7
33 35 5
33 36 10
33 37 5
33 38 9
33 39 2
33 40 2
33 41 4
33 42 10
33 43 6
33 44 10
33 45 10
33 46 4
33 47 1
33 48 9
33 49 4
33 50 8
33 51 10
33 52 4
33 53 8
33 54 7
33 55 3
33 56 10
33 57 6
33 58 2
33 59 9
33 60 2
33 61 9
33 62 9
33 63 1
33 64 3
33 65 7
33 66 8
33 67 3
33 68 8
33 69 9
33 70 9
33 71 7
33 72 4
33 73 1
33 74 7
33 75 7
33 76 6
33 77 6
33 78 4
33 79 10
33 80 7
33 81 7
33 82 1
33 83 4
33 84 9
33 85 10
33 86 8
33 87 7
33 88 10
33 89 5
33 90 9
33 91 1
33 92 10
33 93 9
33 94 2
33 95 10
33 96 3
33 97 10
33 98 3
33 99 9
34 1 4
34 35 7
34 36 3
34 37 7
34 38 8
34 39 2
34 40 9
34 41 7
34 42 10
34 43 4
34 44 4
34 45 2
34 46 4
34 47 1
34 48 8
34 49 9
34 50 6
34 51 6
34 52 8
34 53 9
34 54 10
34 55 8
34 56 6
34 57 8
34 58 2
34 59 6
34 60 5
34 61 2
34 62 10
34 63 9
34 64 7
34 65 8
34 66 1
34 67 9
34 68 8
34 69 2
34 70 5
34 71 2
34 72 1
34 73 1
34 74 7
34 75 7
34 76 9
34 77 4
34 78 7
34 79 9
34 80 3
34 81 4
34 82 1
34 83 2
34 84 9
34 85 3
34 86 2
34 87 5
34 88 9
34 89 7
34 90 3
34 91 8
34 92 5
34 93 1
34 94 7
34 95 10
34 96 8
34 97 9
34 98 8
34 99 10
35 1 1
35 36 5
35 37 9
35 38 7
35 39 9
35 40 4
35 41 8
35 42 3
35 43 4
35 44 5
35 45 9
35 46 2
35 47 7
35 48 5
35 49 2
35 50 1
35 51 4
35 52 10
35 53 8
35 54 5
35 55 7
35 56 6
35 57 5
35 58 9
35 59 1
35 60 9
35 61 5
35 62 9
35 63 1
35 64 7
35 65 7
35 66 1
35 67 1
35 68 4
35 69 9
35 70 7
35 71 8
35 72 1
35 73 6
35 74 9
35 75 8
35 76 9
35 77 8
35 78 6
35 79 8
35 80 6
35 81 6
35 82 7
35 83 6
35 84 1
35 85 9
35 86 7
35 87 6
35 88 4
35 89 8
35 90 5
35 91 2
35 92 9
35 93 4
35 94 1
35 95 6
35 96 5
35 97 8
35 98 1
35 99 6
36 1 10
36 37 2
36 38 5
36 39 5
36 40 2
36 41 8
36 42 1
36 43 3
36 44 9
36 45 6
36 46 8
36 47 10
36 48 7
36 49 9
36 50 6
36 51 6
36 52 1
36 53 5
36 54 8
36 55 3
36 56 8
36 57 3
36 58 4
36 59 2
36 60 8
36 61 10
36 62 1
36 63 9
36 64 3
36 65 3
36 66 2
36 67 1
36 68 3
36 69 1
36 70 10
36 71 6
36 72 3
36 73 9
36 74 1
36 75 8
36 76 2
36 77 8
36 78 6
36 79 1
36 80 10
36 81 4
36 82 10
36 83 6
36 84 7
36 85 8
36 86 9
36 87 4
36 88 8
36 89 5
36 90 8
36 91 8
36 92 7
36 93 3
36 94 9
36 95 3
36 96 3
36 97 8
36 98 10
36 99 9
37 1 4
37 38 1
37 39 2
37 40 10
37 41 3
37 42 7
37 43 2
37 44 7
37 45 7
37 46 6
37 47 6
37 48 5
37 49 1
37 50 9
37 51 1
37 52 4
37 53 5
37 54 5
37 55 3
37 56 5
37 57 6
37 58 1
37 59 5
37 60 8
37 61 8
37 62 6
37 63 1
37 64 3
37 65 1
37 66 6
37 67 2
37 68 9
37 69 1
37 70 10
37 71 4
37 72 2
37 73 8
37 74 9
37 75 6
37 76 2
37 77 10
37 78 10
37 79 5
37 80 9
37 81 5
37 82 1
37 83 10
37 84 7
37 85 9
37 86 2
37 87 6
37 88 5
37 89 1
37 90 5
37 91 3
37 92 2
37 93 8
37 94 6
37 95 10
37 96 9
37 97 5
37 98 7
37 99 7
38 1 7
38 39 2
38 40 2
38 41 3
38 42 7
38 43 4
38 44 5
38 45 5
38 46 3
38 47 4
38 48 6
38 49 9
38 50 3
38 51 1
38 52 6
38 53 2
38 54 7
38 55 2
38 56 5
38 57 5
38 58 5
38 59 4
38 60 1
38 61 2
38 62 4
38 63 6
38 64 8
38 65 3
38 66 3
38 67 10
38 68 7
38 69 7
38 70 6
38 71 1
38 72 2
38 73 1
38 74 4
38 75 8
38 76 5
38 77 2
38 78 3
38 79 5
38 80 7
38 81 4
38 82 8
38 83 6
38 84 9
38 85 5
38 86 9
38 87 8
38 88 2
38 89 3
38 90 6
38 91 6
38 92 3
38 93 7
38 94 9
38 95 3
38 96 10
38 97 5
38 98 6
38 99 3
39 1 4
39 40 6
39 41 1
39 42 8
39 43 1
39 44 6
39 45 3
39 46 7
39 47 3
39 48 7
39 49 4
39 50 3
39 51 7
39 52 6
39 53 1
39 54 1
39 55 1
39 56 9
39 57 10
39 58 7
39 59 1
39 60 4
39 61 10
39 62 3
39 63 8
39 64 3
39 65 9
39 66 10
39 67 8
39 68 4
39 69 4
39 70 10
39 71 2
39 72 3
39 73 7
39 74 2
39 75 6
39 76 6
39 77 10
39 78 7
39 79 1
39 80 1
39 81 1
39 82 10
39 83 9
39 84 1
39 85 10
39 86 9
39 87 3
39 88 3
39 89 10
39 90 9
39 91 9
39 92 10
39 93 3
39 94 10
39 95 7
39 96 8
39 97 4
39 98 9
39 99 7
40 1 7
40 41 8
40 42 2
40 43 6
40 44 7
40 45 3
40 46 9
40 47 10
40 48 8
40 49 5
40 50 10
40 51 1
40 52 9
40 53 4
40 54 3
40 55 6
40 56 2
40 57 1
40 58 2
40 59 1
40 60 1
40 61 9
40 62 4
40 63 5
40 64 5
40 65 9
40 66 2
40 67 8
40 68 6
40 69 2
40 70 5
40 71 10
40 72 1
40 73 10
40 74 1
40 75 9
40 76 6
40 77 1
40 78 3
40 79 8
40 80 3
40 81 3
40 82 1
40 83 9
40 84 1
40 85 7
40 86 10
40 87 1
40 88 6
40 89 3
40 90 2
40 91 4
40 92 4
40 93 3
40 94 4
40 95 6
40 96 1
40 97 3
40 98 1
40 99 8
41 1 7
41 42 10
41 43 10
41 44 10
41 45 3
41 46 4
41 47 2
41 48 8
41 49 3
41 50 1
41 51 9
41 52 8
41 53 4
41 54 4
41 55 6
41 56 6
41 57 4
41 58 5
41 59 9
41 60 1
41 61 8
41 62 3
41 63 3
41 64 8
41 65 2
41 66 6
41 67 10
41 68 4
41 69 10
41 70 6
41 71 9
41 72 5
41 73 4
41 74 2
41 75 10
41 76 3
41 77 3
41 78 7
41 79 6
41 80 4
41 81 3
41 82 9
41 83 5
41 84 1
41 85 5
41 86 7
41 87 7
41 88 10
41 89 5
41 90 3
41 91 1
41 92 2
41 93 4
41 94 5
41 95 1
41 96 2
41 97 6
41 98 7
41 99 10
42 1 5
42 43 10
42 44 2
42 45 2
42 46 6
42 47 10
42 48 1
42 49 4
42 50 1
42 51 7
42 52 9
42 53 3
42 54 2
42 55 9
42 56 6
42 57 3
42 58 2
42 59 10
42 60 4
42 61 3
42 62 4
42 63 4
42 64 10
42 65 10
42 66 8
42 67 4
42 68 1
42 69 3
42 70 10
42 71 2
42 72 8
42 73 10
42 74 10
42 75 1
42 76 4
42 77 8
42 78 8
42 79 6
42 80 7
42 81 9
42 82 5
42 83 2
42 84 9
42 85 10
42 86 2
42 87 6
42 88 1
42 89 3
42 90 10
42 91 5
42 92 3
42 93 2
42 94 9
42 95 1
42 96 3
42 97 5
42 98 6
42 99 6
43 1 3
43 44 9
43 45 2
43 46 8
43 47 8
43 48 6
43 49 2
43 50 3
43 51 5
43 52 6
43 53 8
43 54 6
43 55 9
43 56 7
43 57 10
43 58 7
43 59 4
43 60 9
43 61 6
43 62 3
43 63 9
43 64 3
43 65 4
43 66 7
43 67 8
43 68 4
43 69 7
43 70 4
43 71 3
43 72 3
43 73 4
43 74 8
43 75 7
43 76 1
43 77 5
43 78 4
43 79 4
43 80 1
43 81 6
43 82 10
43 83 1
43 84 2
43 85 8
43 86 8
43 87 5
43 88 4
43 89 4
43 90 7
43 91 6
43 92 1
43 93 10
43 94 6
43 95 1
43 96 6
43 97 5
43 98 7
43 99 3
44 1 5
44 45 6
44 46 7
44 47 7
44 48 3
44 49 10
44 50 1
44 51 7
44 52 8
44 53 3
44 54 9
44 55 2
44 56 2
44 57 1
44 58 4
44 59 1
44 60 10
44 61 3
44 62 3
44 63 10
44 64 8
44 65 4
44 66 8
44 67 10
44 68 10
44 69 1
44 70 2
44 71 6
44 72 1
44 73 7
44 74 6
44 75 4
44 76 7
44 77 3
44 78 3
44 79 7
44 80 3
44 81 3
44 82 4
44 83 8
44 84 10
44 85 6
44 86 7
44 87 8
44 88 6
44 89 7
44 90 4
44 91 4
44 92 9
44 93 1
44 94 6
44 95 1
44 96 7
44 97 8
44 98 1
44 99 1
45 1 2
45 46 3
45 47 3
45 48 7
45 49 6
45 50 6
45 51 9
45 52 8
45 53 9
45 54 4
45 55 10
45 56 1
45 57 2
45 58 1
45 59 4
45 60 1
45 61 2
45 62 4
45 63 5
45 64 1
45 65 2
45 66 2
45 67 2
45 68 10
45 69 5
45 70 3
45 71 9
45 72 3
45 73 3
45 74 4
45 75 7
45 76 10
45 77 7
45 78 10
45 79 7
45 80 6
45 81 3
45 82 5
45 83 7
45 84 4
45 85 1
45 86 7
45 87 1
45 88 4
45 89 5
45 90 9
45 91 3
45 92 10
45 93 7
45 94 10
45 95 1
45 96 8
45 97 5
45 98 5
45 99 2
46 1 7
46 47 5
46 48 10
46 49 3
46 50 1
46 51 4
46 52 6
46 53 4
46 54 9
46 55 5
46 56 7
46 57 8
46 58 7
46 59 5
46 60 4
46 61 5
46 62 2
46 63 10
46 64 9
46 65 6
46 66 7
46 67 7
46 68 10
46 69 1
46 70 1
46 71 1
46 72 8
46 73 8
46 74 7
46 75 5
46 76 9
46 77 3
46 78 3
46 79 2
46 80 2
46 81 3
46 82 3
46 83 10
46 84 2
46 85 8
46 86 8
46 87 6
46 88 4
46 89 3
46 90 7
46 91 9
46 92 9
46 93 5
46 94 5
46 95 1
46 96 2
46 97 9
46 98 3
46 99 5
47 1 2
47 48 5
47 49 1
47 50 7
47 51 1
47 52 1
47 53 5
47 54 7
47 55 6
47 56 2
47 57 3
47 58 3
47 59 6
47 60 7
47 61 1
47 62 5
47 63 6
47 64 9
47 65 10
47 66 2
47 67 2
47 68 10
47 69 7
47 70 10
47 71 4
47 72 9
47 73 6
47 74 9
47 75 6
47 76 1
47 77 7
47 78 2
47 79 1
47 80 1
47 81 1
47 82 7
47 83 8
47 84 3
47 85 6
47 86 1
47 87 7
47 88 1
47 89 4
47 90 2
47 91 3
47 92 7
47 93 1
47 94 2
47 95 8
47 96 5
47 97 2
47 98 7
47 99 3
48 1 2
48 49 4
48 50 5
48 51 9
48 52 5
48 53 6
48 54 5
48 55 8
48 56 5
48 57 9
48 58 8
48 59 4
48 60 5
48 61 4
48 62 6
48 63 10
48 64 6
48 65 8
48 66 3
48 67 5
48 68 10
48 69 3
48 70 10
48 71 6
48 72 10
48 73 7
48 74 10
48 75 4
48 76 6
48 77 1
48 78 3
48 79 7
48 80 3
48 81 2
48 82 5
48 83 4
48 84 1
48 85 9
48 86 4
48 87 4
48 88 1
48 89 4
48 90 7
48 91 2
48 92 7
48 93 8
48 94 9
48 95 6
48 96 1
48 97 7
48 98 1
48 99 2
49 1 6
49 50 10
49 51 6
49 52 10
49 53 1
49 54 10
49 55 9
49 56 5
49 57 10
49 58 2
49 59 5
49 60 9
49 61 4
49 62 10
49 63 2
49 64 8
49 65 3
49 66 4
49 67 2
49 68 5
49 69 1
49 70 5
49 71 2
49 72 6
49 73 5
49 74 9
49 75 7
49 76 5
49 77 5
49 78 9
49 79 4
49 80 4
49 81 2
49 82 7
49 83 2
49 84 8
49 85 2
49 86 8
49 87 1
49 88 7
49 89 2
49 90 4
49 91 7
49 92 3
49 93 8
49 94 5
49 95 7
49 96 4
49 97 4
49 98 2
49 99 5
50 1 5
50 51 6
50 52 1
50 53 3
50 54 8
50 55 8
50 56 7
50 57 4
50 58 7
50 59 1
50 60 4
50 61 10
50 62 9
50 63 4
50 64 7
50 65 4
50 66 8
50 67 4
50 68 8
50 69 5
50 70 1
50 71 5
50 72 10
50 73 5
50 74 3
50 75 1
50 76 5
50 77 9
50 78 10
50 79 2
50 80 8
50 81 8
50 82 5
50 83 8
50 84 7
50 85 1
50 86 7
50 87 5
50 88 1
50 89 5
50 90 2
50 91 1
50 92 4
50 93 1
50 94 9
50 95 3
50 96 10
50 97 5
50 98 5
50 99 5
51 1 6
51 52 1
51 53 8
51 54 4
51 55 5
51 56 5
51 57 4
51 58 4
51 59 5
51 60 6
51 61 7
51 62 3
51 63 7
51 64 1
51 65 7
51 66 1
51 67 1
51 68 1
51 69 2
51 70 3
51 71 10
51 72 10
51 73 5
51 74 1
51 75 10
51 76 10
51 77 3
51 78 5
51 79 3
51 80 4
51 81 9
51 82 1
51 83 5
51 84 9
51 85 4
51 86 10
51 87 7
51 88 8
51 89 3
51 90 9
51 91 2
51 92 10
51 93 6
51 94 3
51 95 3
51 96 6
51 97 10
51 98 6
51 99 3
52 1 3
52 53 1
52 54 7
52 55 4
52 56 3
52 57 3
52 58 4
52 59 5
52 60 8
52 61 5
52 62 5
52 63 5
52 64 8
52 65 6
52 66 8
52 67 8
52 68 10
52 69 7
52 70 8
52 71 5
52 72 5
52 73 7
52 74 8
52 75 8
52 76 10
52 77 1
52 78 1
52 79 9
52 80 2
52 81 10
52 82 9
52 83 1
52 84 6
52 85 7
52 86 9
52 87 4
52 88 9
52 89 2
52 90 8
52 91 7
52 92 10
52 93 9
52 94 2
52 95 1
52 96 4
52 97 2
52 98 1
52 99 3
53 1 1
53 54 1
53 55 5
53 56 1
53 57 10
53 58 9
53 59 5
53 60 2
53 61 8
53 62 1
53 63 2
53 64 9
53 65 8
53 66 10
53 67 8
53 68 9
53 69 4
53 70 2
53 71 8
53 72 3
53 73 4
53 74 6
53 75 1
53 76 5
53 77 7
53 78 1
53 79 6
53 80 3
53 81 6
53 82 7
53 83 8
53 84 8
53 85 9
53 86 6
53 87 7
53 88 4
53 89 1
53 90 9
53 91 8
53 92 6
53 93 1
53 94 2
53 95 3
53 96 9
53 97 9
53 98 3
53 99 7
54 1 2
54 55 2
54 56 6
54 57 5
54 58 3
54 59 9
54 60 8
54 61 10
54 62 5
54 63 6
54 64 8
54 65 5
54 66 8
54 67 9
54 68 4
54 69 2
54 70 5
54 71 4
54 72 6
54 73 1
54 74 2
54 75 8
54 76 2
54 77 1
54 78 8
54 79 7
54 80 1
54 81 9
54 82 4
54 83 7
54 84 6
54 85 9
54 86 7
54 87 1
54 88 7
54 89 10
54 90 4
54 91 9
54 92 1
54 93 5
54 94 7
54 95 7
54 96 2
54 97 7
54 98 9
54 99 1
55 1 10
55 56 3
55 57 2
55 58 10
55 59 10
55 60 9
55 61 10
55 62 7
55 63 6
55 64 5
55 65 5
55 66 7
55 67 7
55 68 8
55 69 3
55 70 4
55 71 2
55 72 1
55 73 5
55 74 8
55 75 6
55 76 5
55 77 9
55 78 7
55 79 5
55 80 5
55 81 2
55 82 3
55 83 3
55 84 5
55 85 8
55 86 7
55 87 2
55 88 3
55 89 9
55 90 3
55 91 7
55 92 10
55 93 10
55 94 3
55 95 7
55 96 1
55 97 4
55 98 4
55 99 10
56 1 1
56 57 10
56 58 5
56 59 8
56 60 8
56 61 5
56 62 4
56 63 3
56 64 7
56 65 2
56 66 4
56 67 8
56 68 5
56 69 1
56 70 6
56 71 5
56 72 3
56 73 10
56 74 3
56 75 4
56 76 4
56 77 5
56 78 9
56 79 1
56 80 6
56 81 5
56 82 3
56 83 8
56 84 1
56 85 1
56 86 2
56 87 7
56 88 7
56 89 6
56 90 2
56 91 9
56 92 6
56 93 2
56 94 1
56 95 7
56 96 4
56 97 9
56 98 3
56 99 3
57 1 7
57 58 7
57 59 4
57 60 9
57 61 4
57 62 5
57 63 2
57 64 3
57 65 2
57 66 6
57 67 6
57 68 5
57 69 9
57 70 6
57 71 8
57 72 7
57 73 10
57 74 9
57 75 9
57 76 10
57 77 4
57 78 5
57 79 1
57 80 10
57 81 10
57 82 1
57 83 8
57 84 10
57 85 10
57 86 5
57 87 1
57 88 1
57 89 9
57 90 7
57 91 1
57 92 7
57 93 7
57 94 6
57 95 2
57 96 7
57 97 5
57 98 9
57 99 6
58 1 6
58 59 10
58 60 7
58 61 2
58 62 8
58 63 5
58 64 3
58 65 1
58 66 5
58 67 2
58 68 7
58 69 5
58 70 6
58 71 6
58 72 5
58 73 8
58 74 4
58 75 6
58 76 4
58 77 1
58 78 1
58 79 8
58 80 10
58 81 4
58 82 8
58 83 2
58 84 9
58 85 10
58 86 5
58 87 3
58 88 4
58 89 1
58 90 5
58 91 6
58 92 10
58 93 4
58 94 9
58 95 1
58 96 5
58 97 5
58 98 10
58 99 3
59 1 10
59 60 10
59 61 4
59 62 3
59 63 2
59 64 6
59 65 3
59 66 1
59 67 10
59 68 7
59 69 6
59 70 4
59 71 7
59 72 3
59 73 10
59 74 4
59 75 4
59 76 8
59 77 4
59 78 1
59 79 9
59 80 2
59 81 9
59 82 1
59 83 7
59 84 5
59 85 7
59 86 6
59 87 2
59 88 2
59 89 7
59 90 10
59 91 3
59 92 6
59 93 4
59 94 4
59 95 5
59 96 2
59 97 7
59 98 3
59 99 10
60 1 5
60 61 8
60 62 2
60 63 7
60 64 3
60 65 1
60 66 9
60 67 5
60 68 6
60 69 4
60 70 4
60 71 10
60 72 5
60 73 1
60 74 3
60 75 8
60 76 6
60 77 9
60 78 7
60 79 7
60 80 2
60 81 8
60 82 1
60 83 10
60 84 5
60 85 5
60 86 6
60 87 9
60 88 2
60 89 1
60 90 5
60 91 7
60 92 4
60 93 5
60 94 2
60 95 8
60 96 5
60 97 4
60 98 4
60 99 9
61 1 5
61 62 4
61 63 3
61 64 10
61 65 10
61 66 2
61 67 4
61 68 5
61 69 9
61 70 3
61 71 3
61 72 1
61 73 7
61 74 5
61 75 6
61 76 8
61 77 2
61 78 10
61 79 6
61 80 8
61 81 8
61 82 2
61 83 9
61 84 7
61 85 9
61 86 9
61 87 7
61 88 6
61 89 9
61 90 8
61 91 8
61 92 4
61 93 1
61 94 4
61 95 3
61 96 5
61 97 7
61 98 7
61 99 3
62 1 6
62 63 2
62 64 1
62 65 4
62 66 4
62 67 4
62 68 2
62 69 4
62 70 3
62 71 4
62 72 3
62 73 8
62 74 8
62 75 2
62 76 8
62 77 10
62 78 10
62 79 2
62 80 1
62 81 9
62 82 7
62 83 10
62 84 8
62 85 4
62 86 8
62 87 8
62 88 7
62 89 10
62 90 4
62 91 9
62 92 8
62 93 10
62 94 6
62 95 7
62 96 9
62 97 10
62 98 1
62 99 2
63 1 6
63 64 2
63 65 2
63 66 5
63 67 9
63 68 5
63 69 4
63 70 9
63 71 8
63 72 1
63 73 10
63 74 4
63 75 7
63 76 3
63 77 9
63 78 2
63 79 7
63 80 4
63 81 10
63 82 10
63 83 4
63 84 6
63 85 6
63 86 5
63 87 10
63 88 10
63 89 9
63 90 9
63 91 3
63 92 6
63 93 8
63 94 4
63 95 10
63 96 2
63 97 10
63 98 3
63 99 7
64 1 9
64 65 8
64 66 9
64 67 5
64 68 4
64 69 6
64 70 3
64 71 4
64 72 1
64 73 1
64 74 6
64 75 10
64 76 9
64 77 9
64 78 6
64 79 5
64 80 2
64 81 9
64 82 1
64 83 1
64 84 6
64 85 1
64 86 5
64 87 3
64 88 2
64 89 2
64 90 9
64 91 4
64 92 4
64 93 4
64 94 9
64 95 2
64 96 6
64 97 1
64 98 3
64 99 4
65 1 1
65 66 5
65 67 8
65 68 2
65 69 1
65 70 8
65 71 4
65 72 4
65 73 4
65 74 6
65 75 6
65 76 3
65 77 10
65 78 9
65 79 10
65 80 3
65 81 8
65 82 6
65 83 1
65 84 4
65 85 1
65 86 10
65 87 2
65 88 5
65 89 3
65 90 7
65 91 9
65 92 4
65 93 10
65 94 5
65 95 5
65 96 1
65 97 9
65 98 10
65 99 8
66 1 1
66 67 8
66 68 7
66 69 10
66 70 8
66 71 5
66 72 8
66 73 7
66 74 6
66 75 9
66 76 6
66 77 5
66 78 8
66 79 5
66 80 5
66 81 9
66 82 3
66 83 5
66 84 4
66 85 1
66 86 5
66 87 2
66 88 4
66 89 7
66 90 3
66 91 6
66 92 4
66 93 2
66 94 8
66 95 3
66 96 10
66 97 5
66 98 5
66 99 5
67 1 7
67 68 8
67 69 6
67 70 4
67 71 6
67 72 6
67 73 10
67 74 8
67 75 5
67 76 6
67 77 9
67 78 9
67 79 2
67 80 7
67 81 2
67 82 6
67 83 8
67 84 4
67 85 10
67 86 9
67 87 8
67 88 5
67 89 3
67 90 1
67 91 3
67 92 3
67 93 8
67 94 3
67 95 10
67 96 2
67 97 4
67 98 10
67 99 7
68 1 2
68 69 4
68 70 3
68 71 6
68 72 10
68 73 8
68 74 3
68 75 7
68 76 9
68 77 4
68 78 9
68 79 1
68 80 10
68 81 9
68 82 9
68 83 1
68 84 7
68 85 1
68 86 2
68 87 7
68 88 5
68 89 8
68 90 6
68 91 2
68 92 7
68 93 1
68 94 3
68 95 2
68 96 6
68 97 8
68 98 10
68 99 6
69 1 6
69 70 6
69 71 2
69 72 5
69 73 2
69 74 10
69 75 4
69 76 6
69 77 9
69 78 9
69 79 10
69 80 10
69 81 10
69 82 2
69 83 4
69 84 5
69 85 2
69 86 1
69 87 9
69 88 6
69 89 1
69 90 7
69 91 1
69 92 2
69 93 6
69 94 10
69 95 2
69 96 5
69 97 1
69 98 2
69 99 4
70 1 7
70 71 1
70 72 9
70 73 8
70 74 7
70 75 6
70 76 5
70 77 5
70 78 2
70 79 9
70 80 1
70 81 3
70 82 2
70 83 4
70 84 3
70 85 1
70 86 9
70 87 4
70 88 7
70 89 2
70 90 3
70 91 7
70 92 1
70 93 5
70 94 4
70 95 9
70 96 8
70 97 7
70 98 7
70 99 6
71 1 7
71 72 8
71 73 3
71 74 6
71 75 9
71 76 9
71 77 10
71 78 7
71 79 4
71 80 6
71 81 10
71 82 8
71 83 6
71 84 10
71 85 9
71 86 3
71 87 8
71 88 2
71 89 7
71 90 4
71 91 1
71 92 10
71 93 9
71 94 7
71 95 8
71 96 7
71 97 10
71 98 8
71 99 10
72 1 1
72 73 6
72 74 7
72 75 8
72 76 4
72 77 2
72 78 9
72 79 9
72 80 8
72 81 3
72 82 9
72 83 3
72 84 10
72 85 4
72 86 4
72 87 8
72 88 8
72 89 9
72 90 6
72 91 8
72 92 9
72 93 10
72 94 10
72 95 4
72 96 7
72 97 3
72 98 2
72 99 7
73 1 10
73 74 6
73 75 4
73 76 9
73 77 9
73 78 5
73 79 8
73 80 4
73 81 7
73 82 6
73 83 7
73 84 1
73 85 5
73 86 6
73 87 3
73 88 2
73 89 6
73 90 10
73 91 8
73 92 1
73 93 2
73 94 6
73 95 6
73 96 5
73 97 10
73 98 6
73 99 9
74 1 4
74 75 4
74 76 2
74 77 2
74 78 10
74 79 2
74 80 2
74 81 9
74 82 3
74 83 7
74 84 1
74 85 2
74 86 7
74 87 10
74 88 6
74 89 9
74 90 6
74 91 1
74 92 7
74 93 10
74 94 9
74 95 3
74 96 7
74 97 9
74 98 7
74 99 3
75 1 5
75 76 1
75 77 7
75 78 4
75 79 6
75 80 2
75 81 3
75 82 3
75 83 4
75 84 4
75 85 3
75 86 7
75 87 2
75 88 9
75 89 8
75 90 4
75 91 1
75 92 6
75 93 4
75 94 1
75 95 6
75 96 10
75 97 6
75 98 6
75 99 2
76 1 5
76 77 2
76 78 5
76 79 2
76 80 9
76 81 9
76 82 7
76 83 9
76 84 6
76 85 1
76 86 2
76 87 4
76 88 3
